MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,LandSlope,Condition1,BldgType,OverallQual,OverallCond,YearBuilt,CentralAir,GarageArea,PoolArea,YrSold,SaleType,SalePrice
90,6.0,80.0,8000,2.0,1.0,1.0,1.0,1.0,3.0,5,4,1961,0.0,0,0,2007,2.0,141000
50,8.0,100.0,12665,2.0,2.0,1.0,1.0,1.0,1.0,5,8,1915,1.0,720,0,2008,2.0,153900
60,6.0,75.0,9317,2.0,1.0,1.0,1.0,3.0,1.0,7,5,1993,1.0,425,0,2009,2.0,213000
20,6.0,36.0,15523,2.0,2.0,1.0,1.0,3.0,1.0,5,6,1972,1.0,338,0,2009,2.0,133500
50,6.0,75.0,45600,2.0,3.0,2.0,1.0,3.0,1.0,6,8,1908,1.0,360,0,2008,2.0,240000
80,6.0,80.0,9600,2.0,1.0,1.0,1.0,2.0,1.0,6,7,1976,1.0,512,0,2007,2.0,187000
120,8.0,36.0,4435,2.0,1.0,1.0,1.0,3.0,4.0,6,5,2003,1.0,420,0,2007,2.0,131500
75,6.0,53.0,7128,2.0,1.0,1.0,1.0,3.0,1.0,7,5,1941,1.0,240,0,2007,2.0,164000
20,6.0,102.0,17920,2.0,1.0,1.0,1.0,3.0,1.0,5,4,1955,1.0,454,0,2006,2.0,170000
60,6.0,65.0,8125,2.0,1.0,1.0,1.0,3.0,1.0,6,5,1994,1.0,343,0,2009,2.0,174000
20,6.0,80.0,10400,2.0,1.0,1.0,1.0,3.0,1.0,7,5,1976,1.0,479,0,2009,2.0,152000
50,6.0,55.0,7642,2.0,1.0,1.0,1.0,3.0,1.0,7,8,1918,1.0,216,0,2007,2.0,189950
190,6.0,75.0,11625,2.0,1.0,1.0,1.0,3.0,2.0,5,4,1965,1.0,504,0,2010,2.0,131500
20,6.0,81.0,9672,2.0,1.0,1.0,1.0,3.0,1.0,6,5,1984,1.0,480,0,2010,2.0,152000
20,6.0,70.0,7931,2.0,1.0,1.0,1.0,3.0,1.0,5,5,1959,1.0,672,0,2009,2.0,132500
20,3.0,72.0,8640,2.0,1.0,1.0,1.0,3.0,1.0,7,5,2007,1.0,529,0,2008,3.0,250580
20,6.0,67.0,10656,2.0,2.0,3.0,1.0,3.0,1.0,8,5,2006,1.0,870,0,2007,3.0,248900
20,6.0,85.0,6970,2.0,1.0,1.0,1.0,2.0,1.0,4,5,1961,1.0,544,0,2007,2.0,129000
60,6.0,80.0,9938,2.0,1.0,1.0,1.0,3.0,1.0,7,5,1993,1.0,574,0,2010,2.0,236000
20,6.0,60.0,6600,2.0,1.0,1.0,1.0,6.0,1.0,5,5,1962,0.0,308,0,2009,2.0,109500
60,6.0,70.0,8750,2.0,1.0,1.0,1.0,3.0,1.0,6,5,1998,1.0,523,0,2010,2.0,200500
20,6.0,74.0,8892,2.0,1.0,1.0,1.0,3.0,1.0,5,7,1953,1.0,414,0,2008,2.0,116000
40,6.0,60.0,12144,2.0,1.0,1.0,1.0,3.0,1.0,5,7,1949,1.0,288,0,2009,2.0,133000
50,8.0,52.0,5720,2.0,1.0,1.0,1.0,1.0,1.0,5,6,1941,1.0,200,0,2009,2.0,66500
60,3.0,75.0,9000,2.0,1.0,1.0,1.0,3.0,1.0,8,5,2007,1.0,550,0,2007,3.0,303477
20,6.0,94.0,25286,2.0,1.0,3.0,2.0,3.0,1.0,4,5,1963,1.0,648,0,2007,2.0,132250
60,6.0,74.0,8834,2.0,1.0,1.0,1.0,3.0,1.0,9,5,2004,1.0,738,0,2009,2.0,350000
85,6.0,88.0,11782,2.0,2.0,1.0,1.0,3.0,1.0,5,7,1961,1.0,576,0,2010,2.0,148000
20,6.0,60.0,7024,2.0,1.0,1.0,1.0,3.0,1.0,5,5,2005,1.0,450,0,2007,2.0,157000
50,6.0,44.0,13758,2.0,2.0,1.0,1.0,3.0,1.0,7,5,1990,1.0,400,0,2007,2.0,187500
75,6.0,60.0,6204,2.0,1.0,2.0,1.0,3.0,1.0,4,5,1912,0.0,440,0,2006,2.0,118500
20,6.0,65.0,7150,2.0,1.0,1.0,1.0,3.0,1.0,5,5,1967,1.0,288,0,2009,2.0,100000
120,3.0,50.0,5119,2.0,2.0,1.0,1.0,3.0,4.0,9,5,1999,1.0,506,0,2008,1.0,328900
90,6.0,70.0,8393,2.0,1.0,1.0,1.0,3.0,3.0,5,5,1959,1.0,588,0,2006,2.0,145000
50,6.0,59.0,16466,2.0,2.0,1.0,1.0,3.0,1.0,5,7,1955,1.0,300,0,2008,2.0,135500
20,6.0,95.0,15865,2.0,2.0,1.0,2.0,3.0,1.0,8,6,1970,1.0,621,0,2007,2.0,268000
20,6.0,128.0,12160,2.0,1.0,1.0,1.0,2.0,1.0,6,4,1953,1.0,505,0,2009,2.0,149500
50,6.0,60.0,8064,2.0,1.0,1.0,1.0,1.0,1.0,5,7,1949,1.0,576,0,2007,2.0,122900
60,6.0,70.0,11184,2.0,1.0,1.0,1.0,3.0,1.0,6,5,1978,1.0,440,0,2009,2.0,172500
20,6.0,70.0,8414,2.0,1.0,1.0,1.0,3.0,1.0,6,8,1963,1.0,264,0,2006,2.0,154500
90,6.0,64.0,7018,2.0,1.0,2.0,1.0,3.0,3.0,5,5,1979,1.0,400,0,2009,2.0,118858
60,6.0,71.0,7056,2.0,1.0,1.0,1.0,3.0,1.0,6,5,1963,1.0,483,0,2008,2.0,140000
30,8.0,50.0,8765,2.0,1.0,1.0,1.0,3.0,1.0,4,6,1936,0.0,327,0,2006,2.0,106500
90,6.0,64.0,7018,2.0,1.0,1.0,1.0,2.0,3.0,5,5,1979,1.0,528,0,2009,2.0,142953
20,6.0,100.0,12919,2.0,2.0,1.0,1.0,3.0,1.0,9,5,2009,1.0,820,0,2010,3.0,611657
20,6.0,65.0,6993,2.0,1.0,1.0,1.0,2.0,1.0,5,7,1961,1.0,288,0,2006,2.0,135000
20,6.0,64.0,8712,2.0,2.0,1.0,1.0,3.0,1.0,5,7,1957,1.0,756,0,2009,2.0,153000
60,6.0,63.0,7875,2.0,1.0,1.0,1.0,3.0,1.0,7,5,2003,1.0,393,0,2006,2.0,180000
20,6.0,50.0,14859,2.0,2.0,3.0,1.0,3.0,1.0,7,5,2006,1.0,690,0,2006,3.0,240000
20,6.0,80.0,9920,2.0,1.0,1.0,1.0,3.0,1.0,5,5,1954,1.0,280,0,2010,2.0,128000
20,6.0,116.0,13501,2.0,2.0,1.0,1.0,3.0,1.0,8,5,2006,1.0,865,0,2007,2.0,255000
50,6.0,86.0,11500,2.0,2.0,1.0,1.0,3.0,1.0,7,7,1936,1.0,180,0,2006,2.0,250000
60,6.0,149.0,12589,2.0,3.0,1.0,1.0,3.0,1.0,6,5,2005,1.0,390,0,2009,2.0,174000
90,6.0,80.0,11600,2.0,1.0,1.0,1.0,2.0,3.0,5,5,1960,1.0,480,0,2010,2.0,154300
30,8.0,51.0,6120,2.0,1.0,1.0,1.0,3.0,1.0,5,7,1925,0.0,450,0,2006,2.0,88000
90,5.0,82.0,6270,2.0,1.0,3.0,1.0,3.0,3.0,5,6,1949,0.0,871,0,2007,2.0,145000
160,3.0,30.0,3000,2.0,1.0,1.0,1.0,3.0,4.0,6,5,2009,1.0,528,0,2009,3.0,173733
60,6.0,103.0,13125,2.0,2.0,1.0,1.0,3.0,1.0,7,5,1991,1.0,833,0,2007,2.0,238000
20,6.0,87.0,11029,2.0,2.0,1.0,1.0,3.0,1.0,6,8,1958,1.0,601,0,2008,2.0,176500
60,6.0,70.0,8462,2.0,2.0,1.0,1.0,3.0,1.0,6,5,1994,1.0,471,0,2007,2.0,201000
90,6.0,67.0,8777,2.0,1.0,1.0,1.0,2.0,3.0,5,7,1900,1.0,0,0,2008,2.0,145900
20,6.0,65.0,10237,2.0,1.0,1.0,1.0,5.0,1.0,6,5,2005,1.0,397,0,2006,3.0,169990
120,6.0,50.0,8012,2.0,1.0,1.0,1.0,3.0,4.0,6,5,1993,1.0,533,0,2008,2.0,193000
20,6.0,79.0,10240,2.0,1.0,1.0,1.0,3.0,1.0,6,6,1980,1.0,612,0,2006,2.0,207500
60,6.0,93.0,11999,2.0,1.0,1.0,1.0,3.0,1.0,8,5,2003,1.0,656,0,2007,2.0,285000
20,6.0,73.0,8925,2.0,2.0,3.0,1.0,3.0,1.0,8,5,2007,1.0,610,0,2009,2.0,201000
20,6.0,70.0,9100,2.0,1.0,1.0,1.0,3.0,1.0,5,6,1965,1.0,429,0,2009,2.0,117500
20,6.0,84.0,11670,2.0,2.0,1.0,1.0,4.0,1.0,9,5,2006,1.0,788,0,2007,2.0,320000
20,6.0,63.0,8487,2.0,1.0,1.0,1.0,3.0,1.0,7,5,2004,1.0,570,0,2009,2.0,190000
20,6.0,313.0,27650,2.0,3.0,3.0,2.0,7.0,1.0,7,7,1960,1.0,505,0,2008,2.0,242000
30,6.0,52.0,5825,2.0,2.0,1.0,1.0,3.0,1.0,4,5,1926,1.0,528,0,2006,2.0,79900
20,6.0,67.0,10083,2.0,1.0,1.0,1.0,3.0,1.0,7,5,2003,1.0,555,0,2009,2.0,184900
60,6.0,75.0,9675,2.0,1.0,1.0,1.0,3.0,1.0,7,5,2005,1.0,689,0,2009,2.0,253000
60,6.0,73.0,8760,2.0,1.0,1.0,1.0,3.0,1.0,7,5,2006,1.0,868,0,2006,3.0,239799
90,6.0,55.0,12640,2.0,2.0,1.0,1.0,3.0,3.0,6,5,1976,1.0,574,0,2006,2.0,150900
90,6.0,42.0,7711,2.0,2.0,1.0,1.0,3.0,3.0,4,3,1977,1.0,0,0,2007,8.0,150000
90,6.0,100.0,25000,2.0,1.0,4.0,1.0,3.0,3.0,5,4,1967,1.0,576,0,2007,2.0,143000
50,8.0,98.0,8820,2.0,1.0,1.0,1.0,3.0,1.0,5,6,1890,1.0,456,0,2009,2.0,124900
80,6.0,70.0,8163,2.0,1.0,1.0,1.0,3.0,1.0,5,6,1959,1.0,796,0,2006,2.0,143000
20,6.0,85.0,14536,2.0,1.0,1.0,1.0,3.0,1.0,8,5,2002,1.0,808,0,2007,2.0,270000
60,6.0,65.0,14006,2.0,2.0,1.0,1.0,3.0,1.0,7,5,2002,1.0,474,0,2006,2.0,192500
20,6.0,78.0,9360,2.0,1.0,1.0,1.0,3.0,1.0,6,7,1972,1.0,676,0,2010,2.0,197500
20,6.0,60.0,7200,2.0,1.0,1.0,1.0,3.0,1.0,5,8,1950,1.0,720,0,2007,2.0,129000
20,5.0,60.0,7800,2.0,1.0,1.0,1.0,3.0,1.0,5,5,1965,1.0,300,0,2006,2.0,119900
85,6.0,60.0,7200,2.0,1.0,1.0,1.0,3.0,1.0,5,8,1972,1.0,396,0,2009,2.0,133900
90,6.0,35.0,9400,2.0,2.0,1.0,1.0,3.0,3.0,6,5,1975,1.0,0,0,2006,2.0,127500
90,5.0,82.0,7136,2.0,2.0,3.0,1.0,3.0,3.0,6,6,1946,0.0,492,0,2007,2.0,145000
160,8.0,24.0,1300,2.0,1.0,1.0,1.0,3.0,4.0,6,6,1980,1.0,462,0,2009,2.0,124000
20,6.0,70.0,7420,2.0,1.0,1.0,1.0,3.0,1.0,5,5,1962,1.0,576,0,2007,2.0,132000
20,6.0,65.0,8450,2.0,1.0,1.0,1.0,3.0,1.0,7,5,2003,1.0,531,0,2007,2.0,185000
20,6.0,50.0,7207,2.0,2.0,1.0,1.0,3.0,1.0,5,7,1958,1.0,0,0,2010,2.0,116500
160,6.0,24.0,2308,2.0,1.0,1.0,1.0,3.0,4.0,6,6,1976,1.0,440,0,2007,2.0,155000
20,6.0,122.0,11923,2.0,2.0,1.0,1.0,3.0,1.0,9,5,2007,1.0,702,0,2009,2.0,239000
60,6.0,80.0,11316,2.0,1.0,1.0,1.0,3.0,1.0,7,5,2002,1.0,510,0,2010,2.0,214900
60,6.0,65.0,10237,2.0,1.0,1.0,1.0,5.0,1.0,6,5,2005,1.0,393,0,2007,3.0,178900
50,6.0,130.0,9600,2.0,2.0,3.0,1.0,3.0,1.0,5,7,1940,1.0,256,0,2009,2.0,160000
50,8.0,50.0,5925,2.0,1.0,1.0,1.0,3.0,1.0,3,6,1910,0.0,0,0,2009,2.0,37900
190,6.0,75.0,10382,2.0,1.0,1.0,1.0,3.0,2.0,6,5,1958,1.0,264,0,2006,7.0,140000
50,6.0,60.0,10800,2.0,1.0,1.0,1.0,3.0,1.0,4,4,1949,0.0,0,0,2006,2.0,135000
120,6.0,55.0,7892,2.0,1.0,1.0,1.0,3.0,4.0,6,5,1979,1.0,264,0,2010,2.0,99500
20,3.0,95.0,11639,2.0,1.0,1.0,1.0,3.0,1.0,7,5,2007,1.0,480,0,2008,3.0,182000
70,6.0,60.0,11414,2.0,2.0,1.0,1.0,5.0,1.0,7,8,1910,0.0,532,0,2009,2.0,167500
30,6.0,51.0,5900,2.0,2.0,2.0,1.0,3.0,1.0,4,7,1923,1.0,0,0,2006,2.0,85500
120,3.0,35.0,4274,2.0,2.0,1.0,1.0,3.0,4.0,7,5,2006,1.0,569,0,2007,3.0,199900
20,6.0,68.0,9450,2.0,1.0,2.0,2.0,3.0,1.0,4,5,1954,1.0,400,0,2007,2.0,110000
20,6.0,80.0,8816,2.0,1.0,1.0,1.0,2.0,1.0,5,6,1963,1.0,480,0,2009,2.0,139000
60,6.0,98.0,12203,2.0,2.0,1.0,1.0,3.0,1.0,8,5,1998,1.0,676,0,2009,2.0,336000
20,6.0,43.0,3182,2.0,1.0,1.0,1.0,3.0,1.0,7,5,2007,1.0,388,0,2008,2.0,159895
90,6.0,75.0,10125,2.0,1.0,1.0,1.0,3.0,3.0,5,5,1977,1.0,539,0,2009,4.0,126000
190,6.0,68.0,10880,2.0,1.0,1.0,1.0,3.0,2.0,5,5,1950,0.0,240,0,2008,7.0,125000
50,8.0,59.0,5310,2.0,1.0,1.0,1.0,2.0,1.0,6,8,1910,1.0,255,0,2006,2.0,117000
20,6.0,83.0,10159,2.0,2.0,1.0,1.0,3.0,1.0,9,5,2009,1.0,606,0,2010,3.0,395192
60,3.0,65.0,8125,2.0,1.0,1.0,1.0,3.0,1.0,7,5,2006,1.0,614,0,2006,3.0,197000
60,6.0,82.0,9452,2.0,1.0,1.0,1.0,3.0,1.0,8,5,1997,1.0,870,0,2006,2.0,348000
70,8.0,121.0,17671,2.0,1.0,1.0,1.0,1.0,1.0,8,9,1882,1.0,424,0,2009,2.0,168000
60,6.0,80.0,9760,2.0,1.0,1.0,2.0,3.0,1.0,6,8,1964,1.0,440,0,2007,2.0,187000
60,6.0,68.0,8846,2.0,1.0,1.0,1.0,3.0,1.0,6,5,2005,1.0,564,0,2006,3.0,173900
20,6.0,96.0,12456,2.0,1.0,1.0,1.0,3.0,1.0,10,5,2006,1.0,786,0,2009,2.0,337500
50,6.0,51.0,4712,2.0,2.0,1.0,2.0,2.0,1.0,4,7,1946,1.0,305,0,2006,2.0,121600
30,8.0,60.0,9786,2.0,1.0,1.0,1.0,3.0,1.0,3,4,1922,0.0,210,0,2006,2.0,91000
20,6.0,64.0,6762,2.0,1.0,1.0,1.0,3.0,1.0,7,5,2006,1.0,632,0,2010,2.0,206000
20,6.0,74.0,10206,2.0,1.0,1.0,1.0,3.0,1.0,3,3,1952,0.0,528,0,2009,2.0,82000
30,6.0,60.0,5400,2.0,1.0,1.0,1.0,3.0,1.0,5,6,1920,1.0,216,0,2007,2.0,86000
20,6.0,75.0,11957,2.0,2.0,1.0,1.0,5.0,1.0,8,5,2006,1.0,824,0,2008,2.0,232000
120,6.0,43.0,3182,2.0,1.0,1.0,1.0,3.0,4.0,7,5,2005,1.0,457,0,2009,2.0,181000
80,6.0,65.0,8385,2.0,1.0,1.0,1.0,3.0,1.0,5,8,1977,1.0,328,0,2008,2.0,149900
160,8.0,21.0,2217,2.0,1.0,1.0,1.0,3.0,4.0,4,4,1970,1.0,286,0,2009,2.0,88000
20,6.0,43.0,12118,2.0,2.0,1.0,1.0,3.0,1.0,7,5,2004,1.0,550,0,2009,2.0,240000
50,6.0,60.0,6000,2.0,1.0,1.0,1.0,3.0,1.0,5,5,1926,1.0,0,0,2006,2.0,102000
50,6.0,115.0,21286,2.0,1.0,1.0,1.0,3.0,1.0,5,5,1948,1.0,312,0,2008,2.0,135000
90,6.0,75.0,9825,2.0,1.0,1.0,1.0,3.0,3.0,5,5,1965,0.0,0,0,2010,2.0,100000
70,6.0,55.0,10592,2.0,1.0,1.0,1.0,3.0,1.0,6,7,1923,1.0,180,0,2007,2.0,165000
30,8.0,60.0,7200,2.0,1.0,1.0,1.0,3.0,1.0,5,4,1910,0.0,280,0,2009,2.0,85000
20,6.0,60.0,11664,2.0,1.0,1.0,1.0,1.0,1.0,6,5,1948,1.0,240,0,2007,2.0,119200
60,6.0,70.0,8400,2.0,1.0,1.0,1.0,3.0,1.0,8,6,2001,1.0,528,0,2009,2.0,227000
20,6.0,73.0,11883,2.0,1.0,1.0,1.0,3.0,1.0,7,5,1996,1.0,478,0,2009,2.0,203000
120,6.0,43.0,3013,2.0,1.0,1.0,1.0,3.0,4.0,7,5,2005,1.0,440,0,2006,2.0,213490
20,6.0,60.0,7024,2.0,1.0,1.0,1.0,3.0,1.0,4,5,2005,1.0,451,0,2008,2.0,176000
20,6.0,64.0,7406,2.0,1.0,1.0,1.0,3.0,1.0,7,5,2006,1.0,632,0,2006,3.0,194000
50,8.0,52.0,9439,2.0,1.0,1.0,1.0,3.0,1.0,5,5,1930,1.0,160,0,2007,2.0,87000
120,6.0,43.0,3182,2.0,1.0,1.0,1.0,3.0,4.0,7,5,2005,1.0,437,0,2008,2.0,191000
20,6.0,70.0,7700,2.0,1.0,1.0,1.0,3.0,1.0,5,5,1972,1.0,461,0,2007,2.0,112500
20,6.0,73.0,9300,2.0,1.0,1.0,1.0,2.0,1.0,5,5,1960,1.0,461,0,2010,2.0,167500
20,6.0,71.0,9520,2.0,2.0,3.0,1.0,3.0,1.0,8,5,2007,1.0,800,0,2008,3.0,293077
50,6.0,79.0,9492,2.0,1.0,1.0,1.0,1.0,1.0,5,5,1941,1.0,240,0,2007,2.0,105000
75,6.0,102.0,15863,2.0,1.0,1.0,1.0,3.0,1.0,7,3,1920,1.0,672,0,2009,2.0,197000
30,6.0,50.0,6305,2.0,1.0,2.0,1.0,3.0,1.0,5,7,1938,1.0,240,0,2007,2.0,119750
20,6.0,89.0,12898,2.0,2.0,3.0,1.0,3.0,1.0,9,5,2007,1.0,912,0,2009,2.0,315500
180,8.0,21.0,1477,2.0,1.0,1.0,1.0,3.0,4.0,4,4,1970,1.0,286,0,2009,2.0,80000
20,6.0,88.0,13125,2.0,1.0,1.0,1.0,3.0,1.0,5,4,1957,1.0,484,0,2006,2.0,155000
60,6.0,86.0,11839,2.0,1.0,1.0,1.0,3.0,1.0,7,5,1990,1.0,514,0,2008,2.0,262280
20,6.0,80.0,9600,2.0,1.0,1.0,1.0,6.0,1.0,8,5,1981,1.0,542,0,2009,2.0,278000
60,6.0,85.0,16056,2.0,2.0,1.0,1.0,3.0,1.0,9,5,2005,1.0,716,0,2006,3.0,556581
20,6.0,57.0,9245,2.0,3.0,1.0,1.0,3.0,1.0,5,5,1994,1.0,672,0,2008,2.0,145000
20,6.0,100.0,21750,2.0,1.0,1.0,1.0,3.0,1.0,5,4,1960,1.0,336,0,2009,2.0,115000
20,6.0,60.0,11100,2.0,1.0,4.0,1.0,3.0,1.0,4,7,1946,1.0,308,0,2010,2.0,84900
20,6.0,73.0,8993,2.0,2.0,1.0,1.0,3.0,1.0,7,5,2007,1.0,436,0,2007,3.0,176485
20,6.0,103.0,11175,2.0,2.0,1.0,1.0,3.0,1.0,7,5,2007,1.0,440,0,2007,3.0,200141
60,6.0,100.0,9500,2.0,1.0,1.0,1.0,1.0,1.0,6,6,1964,1.0,540,0,2007,2.0,165000
20,6.0,68.0,8562,2.0,1.0,1.0,2.0,3.0,1.0,5,6,1957,1.0,364,0,2010,2.0,144500
60,6.0,90.0,11367,2.0,1.0,1.0,1.0,3.0,1.0,8,5,2002,1.0,586,0,2006,2.0,255000
20,6.0,104.0,11361,2.0,1.0,1.0,1.0,3.0,1.0,6,5,1976,1.0,478,0,2008,4.0,180000
120,6.0,43.0,7052,2.0,2.0,1.0,1.0,3.0,4.0,7,5,2005,1.0,484,0,2006,2.0,185850
60,6.0,96.0,11308,2.0,2.0,1.0,1.0,3.0,1.0,9,5,2008,1.0,836,0,2009,2.0,335000
120,6.0,41.0,4920,2.0,1.0,1.0,1.0,3.0,4.0,8,5,2001,1.0,582,0,2010,2.0,213500
190,8.0,85.0,13600,2.0,1.0,1.0,1.0,3.0,2.0,5,5,1900,0.0,560,0,2007,2.0,90000
30,8.0,50.0,6000,2.0,1.0,1.0,1.0,1.0,1.0,6,6,1925,1.0,440,0,2006,2.0,110500
60,6.0,80.0,14000,2.0,1.0,1.0,2.0,3.0,1.0,7,5,1996,1.0,533,0,2010,2.0,328000
60,6.0,59.0,7837,2.0,2.0,1.0,1.0,3.0,1.0,6,7,1993,1.0,380,0,2009,2.0,178000
60,6.0,80.0,9760,2.0,1.0,1.0,2.0,3.0,1.0,6,6,1964,1.0,442,0,2008,2.0,167900
160,8.0,42.0,3964,2.0,1.0,1.0,1.0,3.0,4.0,6,4,1973,1.0,576,0,2006,2.0,151400
45,6.0,60.0,9600,2.0,1.0,1.0,1.0,3.0,1.0,5,7,1949,1.0,576,0,2007,2.0,135000
20,6.0,72.0,10152,2.0,1.0,1.0,1.0,3.0,1.0,5,5,1956,1.0,286,0,2007,2.0,135000
60,6.0,78.0,11700,2.0,1.0,1.0,1.0,5.0,1.0,6,6,1968,1.0,441,0,2009,2.0,154000
50,6.0,50.0,7585,2.0,1.0,1.0,1.0,1.0,1.0,5,3,1948,1.0,280,0,2006,2.0,91500
60,6.0,75.0,7950,2.0,2.0,2.0,1.0,3.0,1.0,6,6,1977,1.0,440,0,2009,2.0,159500
20,6.0,74.0,8556,2.0,1.0,1.0,1.0,3.0,1.0,7,5,2006,1.0,826,0,2007,2.0,194000
70,6.0,75.0,13125,2.0,1.0,1.0,1.0,3.0,1.0,7,6,1940,1.0,240,0,2007,1.0,219500
50,6.0,60.0,10800,2.0,1.0,1.0,1.0,3.0,1.0,5,8,1936,1.0,566,0,2006,2.0,170000
120,8.0,37.0,4435,2.0,1.0,1.0,1.0,3.0,4.0,6,5,2004,1.0,420,0,2006,2.0,155900
20,6.0,65.0,8775,2.0,1.0,1.0,1.0,3.0,1.0,5,5,1994,1.0,299,0,2007,2.0,126000
20,6.0,80.0,11040,2.0,1.0,1.0,1.0,3.0,1.0,6,7,1971,1.0,528,0,2008,4.0,145000
20,6.0,75.0,7500,2.0,1.0,1.0,1.0,2.0,1.0,5,5,1963,1.0,308,0,2010,2.0,133000
20,6.0,70.0,8749,2.0,1.0,1.0,1.0,3.0,1.0,7,5,2002,1.0,527,0,2007,2.0,192000
20,6.0,80.0,8800,2.0,1.0,1.0,1.0,3.0,1.0,6,6,1964,1.0,461,0,2006,2.0,160000
85,6.0,73.0,9069,2.0,1.0,1.0,1.0,3.0,1.0,6,6,1992,1.0,564,0,2010,2.0,147000
60,3.0,85.0,10574,2.0,1.0,1.0,1.0,3.0,1.0,8,5,2005,1.0,1043,0,2009,2.0,252000
120,3.0,37.0,3316,2.0,2.0,1.0,1.0,3.0,4.0,8,5,2005,1.0,550,0,2006,2.0,197000
90,6.0,60.0,8544,2.0,1.0,1.0,1.0,3.0,3.0,3,4,1950,0.0,400,0,2009,2.0,92900
50,6.0,60.0,8400,2.0,1.0,2.0,1.0,3.0,1.0,6,5,1925,1.0,576,0,2008,2.0,136500
20,6.0,71.0,9230,2.0,1.0,1.0,1.0,2.0,1.0,5,8,1965,1.0,884,0,2006,2.0,146000
20,6.0,74.0,5868,2.0,1.0,1.0,1.0,3.0,1.0,5,7,1956,1.0,308,0,2010,2.0,129000
20,6.0,78.0,9317,2.0,2.0,1.0,1.0,3.0,1.0,6,5,2006,1.0,440,0,2007,2.0,176432
70,8.0,60.0,6882,2.0,1.0,1.0,1.0,3.0,1.0,6,7,1914,1.0,0,0,2007,2.0,127000
50,8.0,50.0,6000,2.0,1.0,1.0,1.0,3.0,1.0,4,6,1936,1.0,240,0,2009,2.0,128000
20,6.0,82.0,11880,2.0,2.0,1.0,1.0,5.0,1.0,7,5,1978,1.0,478,0,2009,4.0,157000
30,6.0,60.0,8400,2.0,1.0,2.0,1.0,3.0,1.0,2,5,1920,0.0,246,0,2009,2.0,60000
20,6.0,61.0,9758,2.0,2.0,1.0,1.0,3.0,1.0,5,5,1971,1.0,280,0,2007,2.0,119500
20,6.0,70.0,7000,2.0,1.0,1.0,1.0,3.0,1.0,5,7,1960,1.0,254,0,2007,2.0,135000
20,6.0,79.0,8910,2.0,1.0,1.0,1.0,3.0,1.0,6,6,1959,1.0,539,0,2006,2.0,159500
160,8.0,24.0,2016,2.0,1.0,1.0,1.0,3.0,4.0,5,5,1970,1.0,440,0,2007,2.0,106000
60,6.0,98.0,12256,2.0,2.0,1.0,1.0,3.0,1.0,8,5,1994,1.0,712,0,2010,2.0,325000
20,6.0,114.0,10357,2.0,2.0,1.0,1.0,2.0,1.0,7,5,1990,1.0,719,0,2007,2.0,179900
60,6.0,168.0,23257,2.0,4.0,3.0,1.0,3.0,1.0,7,5,2006,1.0,422,0,2006,3.0,274725
20,6.0,107.0,11362,2.0,2.0,1.0,1.0,3.0,1.0,8,5,2004,1.0,862,0,2009,2.0,280000
60,6.0,80.0,10480,2.0,1.0,1.0,1.0,3.0,1.0,7,6,1976,1.0,483,0,2008,2.0,205000
20,6.0,73.0,7100,2.0,2.0,1.0,1.0,3.0,1.0,5,7,1957,1.0,308,0,2006,2.0,129900
20,6.0,66.0,8923,2.0,1.0,1.0,1.0,3.0,1.0,5,7,1953,1.0,240,0,2007,2.0,134500
20,6.0,90.0,5400,2.0,1.0,1.0,1.0,3.0,1.0,5,7,1954,1.0,326,0,2006,2.0,117000
20,6.0,93.0,12085,2.0,1.0,1.0,1.0,3.0,1.0,8,5,2007,1.0,928,0,2007,3.0,318000
20,6.0,57.0,9764,2.0,2.0,1.0,1.0,2.0,1.0,5,7,1967,1.0,450,0,2008,2.0,130000
80,6.0,85.0,13825,2.0,1.0,1.0,1.0,3.0,1.0,5,6,1958,1.0,300,0,2008,2.0,140000
20,6.0,70.0,7560,2.0,1.0,1.0,1.0,3.0,1.0,5,5,1959,1.0,286,0,2006,2.0,133700
30,8.0,59.0,8263,2.0,1.0,2.0,2.0,3.0,1.0,6,5,1920,1.0,308,0,2007,2.0,118400
20,6.0,84.0,10084,2.0,1.0,1.0,1.0,3.0,1.0,7,5,2005,1.0,782,0,2006,3.0,212900
20,6.0,50.0,9405,2.0,1.0,1.0,1.0,3.0,1.0,5,9,1947,1.0,0,0,2009,2.0,118000
20,6.0,60.0,10434,2.0,1.0,1.0,1.0,3.0,1.0,4,5,1955,1.0,672,0,2009,2.0,115000
120,6.0,53.0,3684,2.0,1.0,1.0,1.0,3.0,4.0,7,5,2007,1.0,660,0,2009,2.0,174000
20,6.0,182.0,14572,2.0,4.0,1.0,1.0,3.0,1.0,7,5,2004,1.0,630,0,2007,2.0,259000
60,6.0,59.0,11796,2.0,2.0,1.0,1.0,3.0,1.0,7,5,2004,1.0,434,0,2007,2.0,215000
90,8.0,60.0,7200,2.0,1.0,1.0,1.0,3.0,3.0,5,5,1980,1.0,672,0,2007,2.0,140000
50,6.0,65.0,7804,2.0,1.0,1.0,1.0,3.0,1.0,4,3,1928,1.0,576,0,2009,2.0,135000
20,6.0,63.0,10712,2.0,1.0,1.0,1.0,3.0,1.0,5,5,1991,1.0,0,0,2007,8.0,93500
70,8.0,90.0,9900,2.0,1.0,1.0,1.0,3.0,1.0,6,4,1880,1.0,205,0,2007,2.0,117500
